datekey;date;year;quarter;month;week;day;productkey;productid;productname;category;subcategory;brand;customerkey;customerid;customername;location;gender;agegroup;channelkey;channeltype;salesamount;unitssold;rating;sentimentscore;productreturned
87;2023-03-28;2023;1;3;13;28;3;3;Product 3;Books;Subcat A;Brand W;91;91;Customer 91;Florida;Female;26-35;2;Mobile App;744.03;9;1;3.28;f
26;2023-01-26;2023;1;1;4;26;44;44;Product 44;Toys;Subcat C;Brand X;30;30;Customer 30;Texas;Male;18-25;1;Website;1218.78;3;2;3.81;f
144;2023-05-24;2023;2;5;21;24;49;49;Product 49;Toys;Subcat B;Brand Y;62;62;Customer 62;Texas;Male;36-45;2;Mobile App;3233.88;9;4;3.50;t
131;2023-05-11;2023;2;5;19;11;43;43;Product 43;Books;Subcat B;Brand W;80;80;Customer 80;New York;Male;18-25;1;Website;2914.24;8;2;3.32;f
152;2023-06-01;2023;2;6;22;1;44;44;Product 44;Toys;Subcat C;Brand X;26;26;Customer 26;Texas;Male;26-35;2;Mobile App;2617.52;8;4;3.81;f
67;2023-03-08;2023;1;3;10;8;29;29;Product 29;Toys;Subcat C;Brand Y;87;87;Customer 87;Florida;Female;36-45;1;Website;858.40;5;1;4.20;f
111;2023-04-21;2023;2;4;16;21;24;24;Product 24;Toys;Subcat A;Brand X;8;8;Customer 8;New York;Male;46-55;2;Mobile App;1413.80;5;2;3.93;f
292;2023-10-19;2023;4;10;42;19;9;9;Product 9;Toys;Subcat A;Brand Y;50;50;Customer 50;Texas;Male;18-25;1;Website;1104.93;3;4;3.82;f
9;2023-01-09;2023;1;1;2;9;2;2;Product 2;Home & Garden;Subcat C;Brand Z;86;86;Customer 86;Texas;Male;26-35;1;Website;673.20;11;4;3.12;f
213;2023-08-01;2023;3;8;31;1;19;19;Product 19;Toys;Subcat B;Brand W;78;78;Customer 78;Texas;Male;46-55;1;Website;3902.48;8;2;4.42;f
256;2023-09-13;2023;3;9;37;13;17;17;Product 17;Home & Garden;Subcat C;Brand Y;86;86;Customer 86;Texas;Male;26-35;2;Mobile App;2657.34;6;4;4.20;f
178;2023-06-27;2023;2;6;26;27;8;8;Product 8;Books;Subcat C;Brand X;98;98;Customer 98;Texas;Male;46-55;1;Website;800.10;2;3;3.03;f
35;2023-02-04;2023;1;2;5;4;36;36;Product 36;Clothing;Subcat A;Brand X;63;63;Customer 63;Florida;Female;46-55;2;Mobile App;4653.36;9;4;4.55;f
75;2023-03-16;2023;1;3;11;16;17;17;Product 17;Home & Garden;Subcat C;Brand Y;20;20;Customer 20;New York;Male;18-25;1;Website;439.68;1;3;3.78;f
8;2023-01-08;2023;1;1;1;8;1;1;Product 1;Clothing;Subcat B;Brand Y;98;98;Customer 98;Texas;Male;46-55;1;Website;314.95;1;3;4.00;f
316;2023-11-12;2023;4;11;45;12;46;46;Product 46;Clothing;Subcat B;Brand Z;68;68;Customer 68;New York;Male;46-55;1;Website;2122.26;6;3;3.46;f
276;2023-10-03;2023;4;10;40;3;19;19;Product 19;Toys;Subcat B;Brand W;47;47;Customer 47;Florida;Female;36-45;1;Website;660.60;2;4;3.85;f
177;2023-06-26;2023;2;6;26;26;37;37;Product 37;Home & Garden;Subcat B;Brand Y;58;58;Customer 58;Texas;Male;46-55;1;Website;501.93;9;2;4.87;f
208;2023-07-27;2023;3;7;30;27;1;1;Product 1;Clothing;Subcat B;Brand Y;75;75;Customer 75;Florida;Female;18-25;1;Website;2616.21;9;4;4.56;f
180;2023-06-29;2023;2;6;26;29;9;9;Product 9;Toys;Subcat A;Brand Y;56;56;Customer 56;New York;Male;26-35;2;Mobile App;407.24;1;1;4.63;t
198;2023-07-17;2023;3;7;29;17;37;37;Product 37;Home & Garden;Subcat B;Brand Y;52;52;Customer 52;New York;Male;36-45;2;Mobile App;422.83;1;3;3.87;f
291;2023-10-18;2023;4;10;42;18;11;11;Product 11;Clothing;Subcat C;Brand W;51;51;Customer 51;Florida;Female;26-35;1;Website;3093.60;10;2;3.02;f
10;2023-01-10;2023;1;1;2;10;14;14;Product 14;Toys;Subcat C;Brand Z;46;46;Customer 46;Texas;Male;26-35;1;Website;717.04;2;3;3.79;f
315;2023-11-11;2023;4;11;45;11;33;33;Product 33;Books;Subcat A;Brand Y;88;88;Customer 88;New York;Male;46-55;1;Website;1548.96;8;3;4.14;f
13;2023-01-13;2023;1;1;2;13;12;12;Product 12;Home & Garden;Subcat A;Brand X;3;3;Customer 3;Florida;Female;46-55;1;Website;314.36;4;3;4.08;f
136;2023-05-16;2023;2;5;20;16;33;33;Product 33;Books;Subcat A;Brand Y;38;38;Customer 38;Texas;Male;46-55;1;Website;1273.80;6;2;3.12;f
143;2023-05-23;2023;2;5;21;23;33;33;Product 33;Books;Subcat A;Brand Y;90;90;Customer 90;Texas;Male;18-25;1;Website;1587.44;8;1;4.95;t
163;2023-06-12;2023;2;6;24;12;41;41;Product 41;Clothing;Subcat C;Brand Y;52;52;Customer 52;New York;Male;36-45;2;Mobile App;748.06;2;4;3.42;f
122;2023-05-02;2023;2;5;18;2;33;33;Product 33;Books;Subcat A;Brand Y;95;95;Customer 95;Florida;Female;18-25;1;Website;724.92;3;4;3.63;f
329;2023-11-25;2023;4;11;47;25;9;9;Product 9;Toys;Subcat A;Brand Y;8;8;Customer 8;New York;Male;46-55;1;Website;2785.86;9;3;4.99;t
73;2023-03-14;2023;1;3;11;14;16;16;Product 16;Clothing;Subcat B;Brand X;15;15;Customer 15;Florida;Female;18-25;1;Website;320.18;7;2;3.21;t
221;2023-08-09;2023;3;8;32;9;23;23;Product 23;Books;Subcat C;Brand W;22;22;Customer 22;Texas;Male;36-45;1;Website;605.97;9;5;3.76;f
274;2023-10-01;2023;4;10;39;1;24;24;Product 24;Toys;Subcat A;Brand X;46;46;Customer 46;Texas;Male;26-35;2;Mobile App;1750.41;9;4;3.68;f
189;2023-07-08;2023;3;7;27;8;29;29;Product 29;Toys;Subcat C;Brand Y;47;47;Customer 47;Florida;Female;36-45;1;Website;1549.75;5;3;3.12;f
83;2023-03-24;2023;1;3;12;24;13;13;Product 13;Books;Subcat B;Brand Y;28;28;Customer 28;New York;Male;46-55;2;Mobile App;3259.30;11;2;3.24;f
39;2023-02-08;2023;1;2;6;8;26;26;Product 26;Clothing;Subcat C;Brand Z;12;12;Customer 12;New York;Male;36-45;2;Mobile App;1159.90;10;4;3.60;f
271;2023-09-28;2023;3;9;39;28;21;21;Product 21;Clothing;Subcat A;Brand Y;48;48;Customer 48;New York;Male;46-55;1;Website;1711.62;6;2;3.83;f
58;2023-02-27;2023;1;2;9;27;6;6;Product 6;Clothing;Subcat A;Brand Z;18;18;Customer 18;Texas;Male;46-55;2;Mobile App;1977.71;7;4;3.71;t
220;2023-08-08;2023;3;8;32;8;12;12;Product 12;Home & Garden;Subcat A;Brand X;60;60;Customer 60;New York;Male;18-25;2;Mobile App;3121.86;7;3;3.59;f
298;2023-10-25;2023;4;10;43;25;39;39;Product 39;Toys;Subcat A;Brand W;48;48;Customer 48;New York;Male;46-55;2;Mobile App;945.00;4;4;3.49;f
127;2023-05-07;2023;2;5;18;7;18;18;Product 18;Books;Subcat A;Brand Z;8;8;Customer 8;New York;Male;46-55;1;Website;1071.45;9;4;3.17;f
290;2023-10-17;2023;4;10;42;17;46;46;Product 46;Clothing;Subcat B;Brand Z;7;7;Customer 7;Florida;Female;36-45;2;Mobile App;966.48;4;1;4.31;f
74;2023-03-15;2023;1;3;11;15;32;32;Product 32;Home & Garden;Subcat C;Brand X;2;2;Customer 2;Texas;Male;36-45;1;Website;3584.25;9;4;4.81;f
222;2023-08-10;2023;3;8;32;10;24;24;Product 24;Toys;Subcat A;Brand X;83;83;Customer 83;Florida;Female;46-55;1;Website;1393.40;4;4;3.57;f
8;2023-01-08;2023;1;1;1;8;22;22;Product 22;Home & Garden;Subcat B;Brand Z;26;26;Customer 26;Texas;Male;26-35;1;Website;1512.07;7;1;4.31;f
77;2023-03-18;2023;1;3;11;18;47;47;Product 47;Home & Garden;Subcat C;Brand W;86;86;Customer 86;Texas;Male;26-35;2;Mobile App;887.36;4;3;3.96;f
153;2023-06-02;2023;2;6;22;2;38;38;Product 38;Books;Subcat C;Brand Z;26;26;Customer 26;Texas;Male;26-35;1;Website;3384.81;9;5;4.07;f
84;2023-03-25;2023;1;3;12;25;19;19;Product 19;Toys;Subcat B;Brand W;10;10;Customer 10;Texas;Male;18-25;2;Mobile App;2860.72;8;2;4.50;f
113;2023-04-23;2023;2;4;16;23;12;12;Product 12;Home & Garden;Subcat A;Brand X;8;8;Customer 8;New York;Male;46-55;2;Mobile App;344.54;7;4;4.36;f
237;2023-08-25;2023;3;8;34;25;36;36;Product 36;Clothing;Subcat A;Brand X;26;26;Customer 26;Texas;Male;26-35;1;Website;1360.35;9;4;4.88;f
116;2023-04-26;2023;2;4;17;26;49;49;Product 49;Toys;Subcat B;Brand Y;82;82;Customer 82;Texas;Male;36-45;2;Mobile App;4827.20;10;4;3.35;f
105;2023-04-15;2023;2;4;15;15;12;12;Product 12;Home & Garden;Subcat A;Brand X;67;67;Customer 67;Florida;Female;36-45;2;Mobile App;3490.88;8;2;4.98;t
60;2023-03-01;2023;1;3;9;1;49;49;Product 49;Toys;Subcat B;Brand Y;11;11;Customer 11;Florida;Female;26-35;2;Mobile App;594.28;2;4;4.02;f
90;2023-03-31;2023;1;3;13;31;11;11;Product 11;Clothing;Subcat C;Brand W;36;36;Customer 36;New York;Male;26-35;1;Website;2070.48;6;2;4.70;f
43;2023-02-12;2023;1;2;6;12;38;38;Product 38;Books;Subcat C;Brand Z;40;40;Customer 40;New York;Male;18-25;2;Mobile App;3872.79;9;1;4.72;f
125;2023-05-05;2023;2;5;18;5;2;2;Product 2;Home & Garden;Subcat C;Brand Z;72;72;Customer 72;New York;Male;36-45;1;Website;247.32;9;2;3.96;t
122;2023-05-02;2023;2;5;18;2;41;41;Product 41;Clothing;Subcat C;Brand Y;38;38;Customer 38;Texas;Male;46-55;2;Mobile App;3250.00;10;4;3.80;f
51;2023-02-20;2023;1;2;8;20;27;27;Product 27;Home & Garden;Subcat A;Brand W;90;90;Customer 90;Texas;Male;18-25;2;Mobile App;752.14;2;2;3.29;f
63;2023-03-04;2023;1;3;9;4;44;44;Product 44;Toys;Subcat C;Brand X;6;6;Customer 6;Texas;Male;26-35;2;Mobile App;131.56;2;3;4.49;f
311;2023-11-07;2023;4;11;45;7;49;49;Product 49;Toys;Subcat B;Brand Y;3;3;Customer 3;Florida;Female;46-55;2;Mobile App;2580.27;7;3;3.49;f
201;2023-07-20;2023;3;7;29;20;44;44;Product 44;Toys;Subcat C;Brand X;91;91;Customer 91;Florida;Female;26-35;1;Website;123.00;5;2;4.12;f
92;2023-04-02;2023;2;4;13;2;49;49;Product 49;Toys;Subcat B;Brand Y;56;56;Customer 56;New York;Male;26-35;1;Website;321.80;5;3;3.36;f
174;2023-06-23;2023;2;6;25;23;24;24;Product 24;Toys;Subcat A;Brand X;27;27;Customer 27;Florida;Female;36-45;1;Website;1319.52;6;3;4.97;f
243;2023-08-31;2023;3;8;35;31;4;4;Product 4;Toys;Subcat B;Brand X;18;18;Customer 18;Texas;Male;46-55;2;Mobile App;4430.90;10;4;4.08;t
207;2023-07-26;2023;3;7;30;26;39;39;Product 39;Toys;Subcat A;Brand W;63;63;Customer 63;Florida;Female;46-55;1;Website;615.84;8;2;4.62;f
232;2023-08-20;2023;3;8;33;20;27;27;Product 27;Home & Garden;Subcat A;Brand W;70;70;Customer 70;Texas;Male;18-25;1;Website;2158.88;8;2;3.96;t
301;2023-10-28;2023;4;10;43;28;18;18;Product 18;Books;Subcat A;Brand Z;92;92;Customer 92;New York;Male;36-45;2;Mobile App;746.26;2;5;3.71;f
218;2023-08-06;2023;3;8;31;6;27;27;Product 27;Home & Garden;Subcat A;Brand W;46;46;Customer 46;Texas;Male;26-35;1;Website;2564.40;6;1;4.21;f
127;2023-05-07;2023;2;5;18;7;33;33;Product 33;Books;Subcat A;Brand Y;36;36;Customer 36;New York;Male;26-35;1;Website;169.05;1;3;3.21;f
3;2023-01-03;2023;1;1;1;3;43;43;Product 43;Books;Subcat B;Brand W;62;62;Customer 62;Texas;Male;36-45;1;Website;2532.60;9;3;4.88;f
67;2023-03-08;2023;1;3;10;8;16;16;Product 16;Clothing;Subcat B;Brand X;2;2;Customer 2;Texas;Male;36-45;1;Website;302.70;2;5;3.35;f
156;2023-06-05;2023;2;6;23;5;42;42;Product 42;Home & Garden;Subcat A;Brand Z;70;70;Customer 70;Texas;Male;18-25;2;Mobile App;4231.53;9;2;4.58;f
331;2023-11-27;2023;4;11;48;27;22;22;Product 22;Home & Garden;Subcat B;Brand Z;66;66;Customer 66;Texas;Male;26-35;1;Website;3100.51;7;4;3.06;t
244;2023-09-01;2023;3;9;35;1;43;43;Product 43;Books;Subcat B;Brand W;67;67;Customer 67;Florida;Female;36-45;2;Mobile App;166.38;3;2;3.20;f
39;2023-02-08;2023;1;2;6;8;37;37;Product 37;Home & Garden;Subcat B;Brand Y;75;75;Customer 75;Florida;Female;18-25;2;Mobile App;2460.10;10;3;4.11;f
120;2023-04-30;2023;2;4;17;30;13;13;Product 13;Books;Subcat B;Brand Y;40;40;Customer 40;New York;Male;18-25;2;Mobile App;2946.24;6;3;4.33;f
79;2023-03-20;2023;1;3;12;20;8;8;Product 8;Books;Subcat C;Brand X;8;8;Customer 8;New York;Male;46-55;2;Mobile App;4664.50;10;2;4.99;f
59;2023-02-28;2023;1;2;9;28;46;46;Product 46;Clothing;Subcat B;Brand Z;70;70;Customer 70;Texas;Male;18-25;1;Website;2285.00;10;1;4.18;f
220;2023-08-08;2023;3;8;32;8;23;23;Product 23;Books;Subcat C;Brand W;63;63;Customer 63;Florida;Female;46-55;1;Website;2820.87;9;3;4.29;f
326;2023-11-22;2023;4;11;47;22;44;44;Product 44;Toys;Subcat C;Brand X;82;82;Customer 82;Texas;Male;36-45;2;Mobile App;3254.96;8;2;3.87;f
166;2023-06-15;2023;2;6;24;15;49;49;Product 49;Toys;Subcat B;Brand Y;47;47;Customer 47;Florida;Female;36-45;1;Website;369.30;3;2;4.97;f
311;2023-11-07;2023;4;11;45;7;6;6;Product 6;Clothing;Subcat A;Brand Z;87;87;Customer 87;Florida;Female;36-45;1;Website;536.76;9;2;4.51;t
59;2023-02-28;2023;1;2;9;28;38;38;Product 38;Books;Subcat C;Brand Z;27;27;Customer 27;Florida;Female;36-45;2;Mobile App;511.12;2;1;4.99;f
30;2023-01-30;2023;1;1;5;30;49;49;Product 49;Toys;Subcat B;Brand Y;31;31;Customer 31;Florida;Female;26-35;1;Website;402.04;1;4;4.07;f
42;2023-02-11;2023;1;2;6;11;28;28;Product 28;Books;Subcat B;Brand X;30;30;Customer 30;Texas;Male;18-25;2;Mobile App;851.60;4;1;3.69;f
152;2023-06-01;2023;2;6;22;1;36;36;Product 36;Clothing;Subcat A;Brand X;62;62;Customer 62;Texas;Male;36-45;1;Website;1257.50;5;3;4.94;f
122;2023-05-02;2023;2;5;18;2;9;9;Product 9;Toys;Subcat A;Brand Y;38;38;Customer 38;Texas;Male;46-55;2;Mobile App;671.86;7;5;3.79;f
36;2023-02-05;2023;1;2;5;5;48;48;Product 48;Books;Subcat A;Brand X;80;80;Customer 80;New York;Male;18-25;1;Website;276.45;5;4;4.03;f
286;2023-10-13;2023;4;10;41;13;33;33;Product 33;Books;Subcat A;Brand Y;87;87;Customer 87;Florida;Female;36-45;1;Website;1936.30;10;2;4.49;f
258;2023-09-15;2023;3;9;37;15;18;18;Product 18;Books;Subcat A;Brand Z;12;12;Customer 12;New York;Male;36-45;1;Website;4236.84;9;4;3.25;f
132;2023-05-12;2023;2;5;19;12;33;33;Product 33;Books;Subcat A;Brand Y;32;32;Customer 32;New York;Male;36-45;1;Website;964.11;3;2;4.03;f
32;2023-02-01;2023;1;2;5;1;9;9;Product 9;Toys;Subcat A;Brand Y;20;20;Customer 20;New York;Male;18-25;1;Website;411.35;5;5;4.26;t
53;2023-02-22;2023;1;2;8;22;48;48;Product 48;Books;Subcat A;Brand X;55;55;Customer 55;Florida;Female;18-25;2;Mobile App;995.22;6;4;4.22;f
351;2023-12-17;2023;4;12;50;17;32;32;Product 32;Home & Garden;Subcat C;Brand X;43;43;Customer 43;Florida;Female;46-55;2;Mobile App;1182.52;2;4;3.75;f
342;2023-12-08;2023;4;12;49;8;1;1;Product 1;Clothing;Subcat B;Brand Y;82;82;Customer 82;Texas;Male;36-45;1;Website;5462.16;11;3;3.89;f
337;2023-12-03;2023;4;12;48;3;14;14;Product 14;Toys;Subcat C;Brand Z;26;26;Customer 26;Texas;Male;26-35;2;Mobile App;4242.21;7;4;4.47;f
361;2023-12-27;2023;4;12;52;27;8;8;Product 8;Books;Subcat C;Brand X;88;88;Customer 88;New York;Male;46-55;2;Mobile App;1321.18;2;3;4.69;f
363;2023-12-29;2023;4;12;52;29;7;7;Product 7;Home & Garden;Subcat B;Brand W;87;87;Customer 87;Florida;Female;36-45;1;Website;5400.00;9;2;4.96;f
351;2023-12-17;2023;4;12;50;17;37;37;Product 37;Home & Garden;Subcat B;Brand Y;68;68;Customer 68;New York;Male;46-55;1;Website;1426.44;2;3;4.00;f
337;2023-12-03;2023;4;12;48;3;11;11;Product 11;Clothing;Subcat C;Brand W;63;63;Customer 63;Florida;Female;46-55;2;Mobile App;238.65;5;4;3.01;f
340;2023-12-06;2023;4;12;49;6;8;8;Product 8;Books;Subcat C;Brand X;26;26;Customer 26;Texas;Male;26-35;2;Mobile App;754.54;2;4;3.33;f
340;2023-12-06;2023;4;12;49;6;32;32;Product 32;Home & Garden;Subcat C;Brand X;60;60;Customer 60;New York;Male;18-25;2;Mobile App;96.76;2;1;3.40;f
348;2023-12-14;2023;4;12;50;14;34;34;Product 34;Toys;Subcat B;Brand Z;68;68;Customer 68;New York;Male;46-55;2;Mobile App;409.30;2;5;3.99;f
364;2023-12-30;2023;4;12;52;30;44;44;Product 44;Toys;Subcat C;Brand X;18;18;Customer 18;Texas;Male;46-55;2;Mobile App;1025.07;3;4;4.97;f
338;2023-12-04;2023;4;12;49;4;26;26;Product 26;Clothing;Subcat C;Brand Z;62;62;Customer 62;Texas;Male;36-45;2;Mobile App;1778.16;6;4;3.27;f
365;2023-12-31;2023;4;12;52;31;2;2;Product 2;Home & Garden;Subcat C;Brand Z;38;38;Customer 38;Texas;Male;46-55;2;Mobile App;3387.85;5;3;4.52;f
351;2023-12-17;2023;4;12;50;17;7;7;Product 7;Home & Garden;Subcat B;Brand W;18;18;Customer 18;Texas;Male;46-55;2;Mobile App;1559.22;2;1;4.31;t
347;2023-12-13;2023;4;12;50;13;23;23;Product 23;Books;Subcat C;Brand W;67;67;Customer 67;Florida;Female;36-45;1;Website;3641.76;6;1;4.79;t
342;2023-12-08;2023;4;12;49;8;7;7;Product 7;Home & Garden;Subcat B;Brand W;28;28;Customer 28;New York;Male;46-55;1;Website;1158.90;3;3;4.68;f
362;2023-12-28;2023;4;12;52;28;39;39;Product 39;Toys;Subcat A;Brand W;30;30;Customer 30;Texas;Male;18-25;2;Mobile App;4655.34;9;2;3.55;f
351;2023-12-17;2023;4;12;50;17;11;11;Product 11;Clothing;Subcat C;Brand W;80;80;Customer 80;New York;Male;18-25;2;Mobile App;5019.00;7;5;4.86;f
357;2023-12-23;2023;4;12;51;23;37;37;Product 37;Home & Garden;Subcat B;Brand Y;60;60;Customer 60;New York;Male;18-25;2;Mobile App;4296.53;7;3;4.12;t
353;2023-12-19;2023;4;12;51;19;12;12;Product 12;Home & Garden;Subcat A;Brand X;63;63;Customer 63;Florida;Female;46-55;2;Mobile App;229.71;1;5;3.12;f
336;2023-12-02;2023;4;12;48;2;41;41;Product 41;Clothing;Subcat C;Brand Y;86;86;Customer 86;Texas;Male;26-35;1;Website;202.75;5;3;4.18;f
345;2023-12-11;2023;4;12;50;11;27;27;Product 27;Home & Garden;Subcat A;Brand W;51;51;Customer 51;Florida;Female;26-35;2;Mobile App;3749.40;9;5;4.23;f
335;2023-12-01;2023;4;12;48;1;12;12;Product 12;Home & Garden;Subcat A;Brand X;98;98;Customer 98;Texas;Male;46-55;2;Mobile App;1832.40;6;2;3.02;f
335;2023-12-01;2023;4;12;48;1;33;33;Product 33;Books;Subcat A;Brand Y;26;26;Customer 26;Texas;Male;26-35;2;Mobile App;4382.29;11;3;4.21;f
347;2023-12-13;2023;4;12;50;13;38;38;Product 38;Books;Subcat C;Brand Z;87;87;Customer 87;Florida;Female;36-45;2;Mobile App;785.80;2;5;4.51;f
337;2023-12-03;2023;4;12;48;3;37;37;Product 37;Home & Garden;Subcat B;Brand Y;48;48;Customer 48;New York;Male;46-55;2;Mobile App;1209.24;4;1;3.58;f
336;2023-12-02;2023;4;12;48;2;16;16;Product 16;Clothing;Subcat B;Brand X;72;72;Customer 72;New York;Male;36-45;1;Website;336.70;2;4;3.44;f
357;2023-12-23;2023;4;12;51;23;21;21;Product 21;Clothing;Subcat A;Brand Y;66;66;Customer 66;Texas;Male;26-35;2;Mobile App;527.68;8;2;3.78;f
359;2023-12-25;2023;4;12;52;25;11;11;Product 11;Clothing;Subcat C;Brand W;88;88;Customer 88;New York;Male;46-55;2;Mobile App;4301.22;7;3;4.49;t
336;2023-12-02;2023;4;12;48;2;8;8;Product 8;Books;Subcat C;Brand X;86;86;Customer 86;Texas;Male;26-35;1;Website;146.43;3;4;4.46;f
363;2023-12-29;2023;4;12;52;29;23;23;Product 23;Books;Subcat C;Brand W;90;90;Customer 90;Texas;Male;18-25;1;Website;2146.41;7;1;3.00;f
359;2023-12-25;2023;4;12;52;25;42;42;Product 42;Home & Garden;Subcat A;Brand Z;40;40;Customer 40;New York;Male;18-25;2;Mobile App;710.85;5;5;4.70;f
354;2023-12-20;2023;4;12;51;20;29;29;Product 29;Toys;Subcat C;Brand Y;96;96;Customer 96;New York;Male;26-35;1;Website;2356.20;11;1;4.37;f
355;2023-12-21;2023;4;12;51;21;26;26;Product 26;Clothing;Subcat C;Brand Z;16;16;Customer 16;New York;Male;26-35;1;Website;725.04;8;4;4.96;f
342;2023-12-08;2023;4;12;49;8;46;46;Product 46;Clothing;Subcat B;Brand Z;15;15;Customer 15;Florida;Female;18-25;1;Website;3194.30;10;2;4.45;f
338;2023-12-04;2023;4;12;49;4;9;9;Product 9;Toys;Subcat A;Brand Y;47;47;Customer 47;Florida;Female;36-45;2;Mobile App;166.29;3;5;3.14;f
356;2023-12-22;2023;4;12;51;22;29;29;Product 29;Toys;Subcat C;Brand Y;90;90;Customer 90;Texas;Male;18-25;2;Mobile App;375.36;2;1;3.94;f
356;2023-12-22;2023;4;12;51;22;12;12;Product 12;Home & Garden;Subcat A;Brand X;100;100;Customer 100;New York;Male;18-25;2;Mobile App;735.83;1;2;4.40;f
338;2023-12-04;2023;4;12;49;4;24;24;Product 24;Toys;Subcat A;Brand X;18;18;Customer 18;Texas;Male;46-55;1;Website;762.75;3;1;3.96;f
341;2023-12-07;2023;4;12;49;7;44;44;Product 44;Toys;Subcat C;Brand X;92;92;Customer 92;New York;Male;36-45;2;Mobile App;5193.80;10;5;3.88;f
339;2023-12-05;2023;4;12;49;5;31;31;Product 31;Clothing;Subcat B;Brand W;12;12;Customer 12;New York;Male;36-45;2;Mobile App;5383.53;9;2;4.97;f
363;2023-12-29;2023;4;12;52;29;22;22;Product 22;Home & Garden;Subcat B;Brand Z;20;20;Customer 20;New York;Male;18-25;1;Website;775.02;6;3;4.65;f
345;2023-12-11;2023;4;12;50;11;32;32;Product 32;Home & Garden;Subcat C;Brand X;42;42;Customer 42;Texas;Male;36-45;1;Website;3900.47;7;2;4.14;f
349;2023-12-15;2023;4;12;50;15;19;19;Product 19;Toys;Subcat B;Brand W;2;2;Customer 2;Texas;Male;36-45;1;Website;7044.73;11;1;4.47;f
340;2023-12-06;2023;4;12;49;6;37;37;Product 37;Home & Garden;Subcat B;Brand Y;40;40;Customer 40;New York;Male;18-25;2;Mobile App;990.25;5;2;4.85;f
342;2023-12-08;2023;4;12;49;8;19;19;Product 19;Toys;Subcat B;Brand W;83;83;Customer 83;Florida;Female;46-55;2;Mobile App;1439.32;2;2;4.61;f
336;2023-12-02;2023;4;12;48;2;18;18;Product 18;Books;Subcat A;Brand Z;62;62;Customer 62;Texas;Male;36-45;2;Mobile App;526.72;8;3;4.79;f
341;2023-12-07;2023;4;12;49;7;11;11;Product 11;Clothing;Subcat C;Brand W;23;23;Customer 23;Florida;Female;46-55;2;Mobile App;4981.55;7;2;3.82;f
339;2023-12-05;2023;4;12;49;5;8;8;Product 8;Books;Subcat C;Brand X;6;6;Customer 6;Texas;Male;26-35;1;Website;5425.28;7;3;3.04;f
365;2023-12-31;2023;4;12;52;31;48;48;Product 48;Books;Subcat A;Brand X;58;58;Customer 58;Texas;Male;46-55;1;Website;5647.68;8;3;3.95;f
364;2023-12-30;2023;4;12;52;30;44;44;Product 44;Toys;Subcat C;Brand X;27;27;Customer 27;Florida;Female;36-45;1;Website;3369.50;10;3;4.49;t
359;2023-12-25;2023;4;12;52;25;21;21;Product 21;Clothing;Subcat A;Brand Y;47;47;Customer 47;Florida;Female;36-45;1;Website;2605.50;5;2;4.21;t
341;2023-12-07;2023;4;12;49;7;19;19;Product 19;Toys;Subcat B;Brand W;8;8;Customer 8;New York;Male;46-55;1;Website;1388.80;8;4;4.51;f
359;2023-12-25;2023;4;12;52;25;48;48;Product 48;Books;Subcat A;Brand X;48;48;Customer 48;New York;Male;46-55;1;Website;1596.20;10;2;3.42;t
351;2023-12-17;2023;4;12;50;17;4;4;Product 4;Toys;Subcat B;Brand X;98;98;Customer 98;Texas;Male;46-55;1;Website;2172.20;10;2;4.09;f
337;2023-12-03;2023;4;12;48;3;49;49;Product 49;Toys;Subcat B;Brand Y;38;38;Customer 38;Texas;Male;46-55;2;Mobile App;2055.24;3;3;3.15;f
210;2023-07-29;2023;3;7;30;29;35;35;Product 35;Electronics;Subcat C;Brand W;35;35;Customer 35;Florida;Female;18-25;1;Website;275.92;2;5;5.00;f
19;2023-01-19;2023;1;1;3;19;50;50;Product 50;Electronics;Subcat C;Brand Z;86;86;Customer 86;Texas;Male;26-35;1;Website;2946.64;8;5;5.00;f
41;2023-02-10;2023;1;2;6;10;45;45;Product 45;Electronics;Subcat A;Brand Y;42;42;Customer 42;Texas;Male;36-45;2;Mobile App;887.36;2;5;5.00;f
6;2023-01-06;2023;1;1;1;6;25;25;Product 25;Electronics;Subcat B;Brand Y;36;36;Customer 36;New York;Male;26-35;1;Website;1677.60;8;5;5.00;f
224;2023-08-12;2023;3;8;32;12;50;50;Product 50;Electronics;Subcat C;Brand Z;95;95;Customer 95;Florida;Female;18-25;1;Website;4077.52;8;5;5.00;f
243;2023-08-31;2023;3;8;35;31;50;50;Product 50;Electronics;Subcat C;Brand Z;62;62;Customer 62;Texas;Male;36-45;1;Website;963.84;6;5;5.00;f
249;2023-09-06;2023;3;9;36;6;30;30;Product 30;Electronics;Subcat A;Brand Z;80;80;Customer 80;New York;Male;18-25;1;Website;691.68;4;5;5.00;f
236;2023-08-24;2023;3;8;34;24;45;45;Product 45;Electronics;Subcat A;Brand Y;23;23;Customer 23;Florida;Female;46-55;2;Mobile App;1219.76;8;5;5.00;f
262;2023-09-19;2023;3;9;38;19;45;45;Product 45;Electronics;Subcat A;Brand Y;28;28;Customer 28;New York;Male;46-55;2;Mobile App;2974.86;6;5;5.00;f
139;2023-05-19;2023;2;5;20;19;20;20;Product 20;Electronics;Subcat C;Brand X;31;31;Customer 31;Florida;Female;26-35;2;Mobile App;294.64;1;5;5.00;f
